key,value,date
Skrillex & Diplo With Justin Bieber,1,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Adam Lambert,1,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Madonna Featuring Nicki Minaj,1,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Charlie Puth Featuring Meghan Trainor,1,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Zedd Featuring Jon Bellion,1,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Hilary Duff,1,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Miguel,1,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Sage The Gemini Featuring Nick Jonas,1,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Wiz Khalifa Featuring Charlie Puth,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Taylor Swift Featuring Kendrick Lamar,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
OMI,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Fetty Wap,5,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
WALK THE MOON,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
The Weeknd,12,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Silento,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Mark Ronson Featuring Bruno Mars,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Selena Gomez Featuring A$AP Rocky,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
David Guetta Featuring Nicki Minaj Bebe Rexha & Afrojack,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Andy Grammer,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Jason Derulo,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Major Lazer & DJ Snake Featuring M0,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Rachel Platten,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Fifth Harmony Featuring Kid Ink,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Skrillex & Diplo With Justin Bieber,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Maroon 5,8,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
DJ Snake & AlunaGeorge,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Omarion Featuring Chris Brown & Jhene Aiko,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Tove Lo,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Ed Sheeran,8,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
T-Wayne,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Ellie Goulding,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Little Big Town,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Rihanna,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Rich Homie Quan,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Sia,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Trey Songz,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Nicki Minaj,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Jidenna Featuring Roman GianArthur,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Sam Hunt,8,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
George Ezra,2,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Luke Bryan,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Blake Shelton,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Taylor Swift,10,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Pitbull Featuring Chris Brown,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Natalie La Rose Featuring Jeremih,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Kid Ink Featuring DeJ Loaf,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Flo Rida Featuring Sage The Gemini & Lookas,3,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Meghan Trainor,1,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Fall Out Boy,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Kelsea Ballerini,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Carrie Underwood,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Echosmith,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Jason Aldean,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Canaan Smith,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Eric Church,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Tim McGraw With Catherine Dunn,3,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Shawn Mendes,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Thomas Rhett,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Easton Corbin,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Future,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Brantley Gilbert,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
J. Cole,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Zac Brown Band,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Ariana Grande,1,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Chris Janson,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
X Ambassadors,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Jeremih Featuring J. Cole,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Janet,1,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Florida Georgia Line,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Brad Paisley,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Michael Ray,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Wale Featuring Usher,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Billy Currington,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Carly Rae Jepsen,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Flo Rida Featuring Robin Thicke & Verdine White,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
DJ Khaled Featuring Chris Brown Lil Wayne & Big Sean,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Keith Urban,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Adam Lambert,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Dustin Lynch,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Charlie Puth Featuring Meghan Trainor,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Frankie Ballard,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Meek Mill Featuring Chris Brown & Nicki Minaj,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Drake,3,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Nicky Jam & Enrique Iglesias,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
A Thousand Horses,3,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Rae Sremmurd,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Brett Eldredge,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Jessie J,2,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Kenny Chesney With Grace Potter,1,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Sage The Gemini Featuring Nick Jonas,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Tech N9Ne Featuring 2 Chainz & B.o.B,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Shaggy Featuring Mohombi Faydee Costi,1,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Janelle Monae & Jidenna,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Zedd Featuring Jon Bellion,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Madonna Featuring Nicki Minaj,1,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Jake Owen,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Britney Spears & Iggy Azalea,1,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
twenty one pilots,4,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Sam Smith,1,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Young Thug,1,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Fetty Wap Featuring Remy Boyz,3,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Demi Lovato,3,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Meek Mill Featuring Drake,3,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Kendrick Lamar,3,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Big Sean Featuring Chris Brown & Ty Dolla $ign,1,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Pia Mia Featuring Chris Brown & Tyga,3,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Miguel,1,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Meek Mill Featuring Nicki Minaj,2,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
NEEDTOBREATHE Featuring Gavin DeGraw,2,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Steven Tyler,1,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Meek Mill,2,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Meek Mill Featuring Future,2,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Meghan Trainor Featuring John Legend,2,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Elle King,2,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Old Dominion,2,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Chris Young,2,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Eminem Featuring Gwen Stefani,1,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Fetty Wap Featuring Monty,1,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Tori Kelly,1,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Maddie & Tae,1,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Cam,1,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Big Sean Featuring Kanye West & John Legend,1,Wed Jul 01 2015 00:00:00 GMT-0400 (EDT)
Omarion Featuring Chris Brown & Jhene Aiko,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Charlie Puth Featuring Meghan Trainor,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
OMI,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
The Weeknd,15,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Silento,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Taylor Swift Featuring Kendrick Lamar,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Wiz Khalifa Featuring Charlie Puth,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Fetty Wap,7,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Fetty Wap Featuring Monty,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Rachel Platten,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
WALK THE MOON,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Major Lazer & DJ Snake Featuring M0,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Fifth Harmony Featuring Kid Ink,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Skrillex & Diplo With Justin Bieber,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Andy Grammer,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
David Guetta Featuring Nicki Minaj Bebe Rexha & Afrojack,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Selena Gomez Featuring A$AP Rocky,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Mark Ronson Featuring Bruno Mars,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Fetty Wap Featuring Remy Boyz,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Jason Derulo,9,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Ed Sheeran,10,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
5 Seconds Of Summer,6,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Maroon 5,8,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Demi Lovato,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Jidenna Featuring Roman GianArthur,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Rihanna,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Rich Homie Quan,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Meek Mill Featuring Chris Brown & Nicki Minaj,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Fall Out Boy,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Luke Bryan,8,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Ellie Goulding,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Tove Lo,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
DJ Snake & AlunaGeorge,4,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Little Big Town,2,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
T-Wayne,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Sam Hunt,8,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Trey Songz,3,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Sia,2,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Pitbull Featuring Chris Brown,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Nicky Jam & Enrique Iglesias,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Kid Ink Featuring DeJ Loaf,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Brantley Gilbert,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Thomas Rhett,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Meek Mill Featuring Drake,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Taylor Swift,2,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Jason Aldean,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
X Ambassadors,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Zac Brown Band,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Eric Church,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Chris Janson,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Shawn Mendes,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Jeremih Featuring J. Cole,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Flo Rida Featuring Robin Thicke & Verdine White,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Keith Urban,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Blake Shelton,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Michael Ray,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Calvin Harris & Disciples,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Rae Sremmurd,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Canaan Smith,3,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Nicki Minaj,4,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Frankie Ballard,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Dustin Lynch,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Brad Paisley,3,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Future Featuring Drake,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Brett Eldredge,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Adam Lambert,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
J. Cole,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Future,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Jake Owen,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Sage The Gemini Featuring Nick Jonas,3,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Kelsea Ballerini,2,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Meghan Trainor Featuring John Legend,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Pia Mia Featuring Chris Brown & Tyga,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
DJ Khaled Featuring Chris Brown Lil Wayne & Big Sean,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Echosmith,2,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Wale Featuring Usher,3,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Tori Kelly,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Zedd Featuring Jon Bellion,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
R. City Featuring Adam Levine,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Elle King,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Janelle Monae & Jidenna,2,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Cam,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Maddie & Tae,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Kendrick Lamar,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Chris Young,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Easton Corbin,1,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Old Dominion,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Florida Georgia Line,6,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
twenty one pilots,1,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Big Sean Featuring Kanye West & John Legend,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Kenny Chesney,5,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Ciara,1,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Janet Featuring J. Cole,1,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Bea Miller,1,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Eminem Featuring Gwen Stefani,1,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Prince Royce Featuring Jennifer Lopez & Pitbull,1,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Sam Smith,1,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
One Direction,3,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Drake,7,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Disclosure Featuring Sam Smith,3,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
The Game Featuring Drake,3,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
K Camp,3,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Cole Swindell,3,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Alessia Cara,3,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Dove Cameron,2,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Dove Cameron Cameron Boyce Booboo Stewart & Sofia Carson,3,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Lana Del Rey,2,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Hailee Steinfeld,2,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Dan + Shay,2,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Chase Rice,2,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Little Mix,2,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Mac Miller,1,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
N.W.A,1,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
@iHeartMemphis,1,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Eazy-E,1,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
Nelly Featuring Jeremih,1,Sat Aug 01 2015 00:00:00 GMT-0400 (EDT)
The Weeknd,23,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Fetty Wap,8,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
OMI,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Silento,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Major Lazer & DJ Snake Featuring M0,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Selena Gomez Featuring A$AP Rocky,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Fetty Wap Featuring Remy Boyz,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
R. City Featuring Adam Levine,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Rachel Platten,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Fetty Wap Featuring Monty,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Ed Sheeran,8,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Skrillex & Diplo With Justin Bieber,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
One Direction,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Wiz Khalifa Featuring Charlie Puth,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
WALK THE MOON,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Demi Lovato,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Taylor Swift Featuring Kendrick Lamar,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Mark Ronson Featuring Bruno Mars,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Shawn Mendes,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Fifth Harmony Featuring Kid Ink,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Fall Out Boy,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
@iHeartMemphis,3,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Jason Derulo,7,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Jidenna Featuring Roman GianArthur,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Charlie Puth Featuring Meghan Trainor,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Andy Grammer,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Sam Hunt,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Drake,9,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Rich Homie Quan,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Meek Mill Featuring Chris Brown & Nicki Minaj,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Omarion Featuring Chris Brown & Jhene Aiko,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Maroon 5,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
David Guetta Featuring Nicki Minaj Bebe Rexha & Afrojack,2,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
X Ambassadors,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Thomas Rhett,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Chris Janson,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Keith Urban,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Carrie Underwood,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Jeremih Featuring J. Cole,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Rihanna,1,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Flo Rida Featuring Robin Thicke & Verdine White,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
5 Seconds Of Summer,5,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Adam Lambert,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Ellie Goulding,1,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Rae Sremmurd,5,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Luke Bryan,8,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Meghan Trainor Featuring John Legend,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Hailee Steinfeld,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Brett Eldredge,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Dustin Lynch,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Calvin Harris & Disciples,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Elle King,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
T-Wayne,1,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Future Featuring Drake,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Kenny Chesney,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
N.W.A,1,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Alessia Cara,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Cam,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Zedd Featuring Jon Bellion,3,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Eazy-E,1,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Dove Cameron Cameron Boyce Booboo Stewart & Sofia Carson,3,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Little Mix,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Nicky Jam & Enrique Iglesias,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
K Camp,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Zac Brown Band,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Frankie Ballard,2,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Kid Ink Featuring DeJ Loaf,1,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Florida Georgia Line,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Tori Kelly,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Old Dominion,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Maddie & Tae,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Meek Mill Featuring Drake,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Chris Young,4,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
Blake Shelton,2,Tue Sep 01 2015 00:00:00 GMT-0400 (EDT)
